Final patched KSP GameData PART inventory: 1439 parts
Source: ModuleManager.ConfigCache

0001 | ALCOR_LanderCapsule | ALCOR Pod(A) | cat=Pods | mass=1.800000 t | bulk=size1 | engines=- | gimbal=- deg | ASET/ALCOR/Part/ALCOR.cfg
0484 | command-mk4-1 | Mk4-1 'Amalthea' Specialized Command Module | cat=Pods | mass=5.694000 t | bulk=size1, size3, size2 | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/Command/command-pods/command-mk4-1.cfg
0485 | command-ppd-1 | PPD-1 'Callisto' Heavy Orbital Command Module | cat=Pods | mass=5.000000 t | bulk=size2, size3 | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/Command/command-pods/command-ppd-1.cfg
0486 | utility-pod-25 | RPD-12 Itinerant Service Compartment | cat=Utility | mass=1.250000 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/Command/command-pods/utility-pod-25.cfg
0487 | engine-rocket-pack-1 | 64-8S 'Chickadee' Landing Engine | cat=none | mass=0.080000 t | bulk=size0 | engines=- 55 kN | gimbal=- deg | NearFutureSpacecraft/Parts/Engine/landing-engine/engine-rocket-pack-1.cfg
0488 | engine-rocket-pack-2 | 96-8S 'Hummingbird' Landing Engine | cat=Engine | mass=0.150000 t | bulk=size0 | engines=- 120 kN | gimbal=- deg | NearFutureSpacecraft/Parts/Engine/landing-engine/engine-rocket-pack-2.cfg
0489 | orbital-engine-0625 | LV-95 Orbital Maneuvering Engine | cat=Engine | mass=0.110000 t | bulk=size0 | engines=- 14 kN | gimbal=2 deg | NearFutureSpacecraft/Parts/Engine/orbital-engine/orbital-engine-0625.cfg
0490 | orbital-engine-125 | LV-601 Orbital Maneuvering Engine | cat=Engine | mass=0.900000 t | bulk=size1 | engines=- 140 kN | gimbal=2 deg | NearFutureSpacecraft/Parts/Engine/orbital-engine/orbital-engine-125-1.cfg
0491 | orbital-engine-25 | LV-95-6 Orbital Maneuvering Engine Cluster | cat=Engine | mass=1.000000 t | bulk=size2 | engines=- 110 kN | gimbal=2 deg | NearFutureSpacecraft/Parts/Engine/orbital-engine/orbital-engine-25-1.cfg
0492 | orbital-engine-375 | LV-601-4 Orbital Maneuvering Engine Cluster | cat=Engine | mass=3.600000 t | bulk=size3 | engines=- 560 kN | gimbal=2 deg | NearFutureSpacecraft/Parts/Engine/orbital-engine/orbital-engine-375.cfg
0493 | monoprop-tank-125-1 | FL-R-A750 Monopropellant Tank | cat=none | mass=0.400000 t | bulk=size1, srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/FuelTank/monoprop-tank/monoprop-tank-125-1.cfg
0494 | monoprop-tank-125-2 | FL-R-A375 Monopropellant Tank | cat=none | mass=0.200000 t | bulk=size1, srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/FuelTank/monoprop-tank/monoprop-tank-125-2.cfg
0495 | monoprop-tank-125-3 | FL-R-A185 Monopropellant Tank | cat=none | mass=0.100000 t | bulk=size1, srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/FuelTank/monoprop-tank/monoprop-tank-125-3.cfg
0496 | monoprop-tank-25-1 | FL-R-B3000 Monopropellant Tank | cat=none | mass=1.600000 t | bulk=size2, srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/FuelTank/monoprop-tank/monoprop-tank-25-1.cfg
0497 | monoprop-tank-25-2 | FL-R-B3000 Monopropellant Tank | cat=none | mass=0.800000 t | bulk=size2, srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/FuelTank/monoprop-tank/monoprop-tank-25-2.cfg
0498 | monoprop-tank-25-3 | FL-R-B3000 Monopropellant Tank | cat=none | mass=0.400000 t | bulk=size2, srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/FuelTank/monoprop-tank/monoprop-tank-25-3.cfg
0499 | monoprop-tank-375-1 | FL-R-C6000 Monopropellant Tank | cat=none | mass=3.200000 t | bulk=size3, srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/FuelTank/monoprop-tank/monoprop-tank-375-1.cfg
0500 | monoprop-tank-375-2 | FL-R-C3000 Monopropellant Tank | cat=none | mass=1.600000 t | bulk=size3, srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/FuelTank/monoprop-tank/monoprop-tank-375-2.cfg
0501 | monoprop-tank-375-3 | FL-R-C1500 Monopropellant Tank | cat=none | mass=0.800000 t | bulk=size3, srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/FuelTank/monoprop-tank/monoprop-tank-375-3.cfg
0502 | service-tank-25 | FL-T6000 Service Tank | cat=Payload | mass=0.600000 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/FuelTank/service-tank/service-tank-25.cfg
0503 | service-tank-375 | FL-T9000 Service Tank | cat=Payload | mass=0.750000 t | bulk=size3 | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/FuelTank/service-tank/service-tank-375.cfg
0504 | rcsblock-aero-5way-1 | RV-105x5 RCS Thruster Block | cat=Control | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/RCS/rcsblock-aero/rcsblock-aero-5way-1.cfg
0505 | rcsblock-orbital-2way-45-1 | RX-15 Bidirectional RCS Thruster Block | cat=Control | mass=0.030000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/RCS/rcsblock-orbital/rcsblock-orbital-2way-45-1.cfg
0506 | rcsblock-orbital-2way-45-2 | RX-30 Bidirectional RCS Thruster Block | cat=Control | mass=0.060000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/RCS/rcsblock-orbital/rcsblock-orbital-2way-45-2.cfg
0507 | rcsblock-orbital-3way-1 | RX-15T Tridirectional RCS Block | cat=Control | mass=0.045000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/RCS/rcsblock-orbital/rcsblock-orbital-3way-1.cfg
0508 | rcsblock-orbital-4way-1 | RX-45 Advanced RCS Block | cat=Control | mass=0.060000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/RCS/rcsblock-orbital/rcsblock-orbital-4way-1.cfg
0509 | rcsblock-orbital-5way-1 | RX-55 Advanced RCS Block | cat=Control | mass=0.075000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/RCS/rcsblock-orbital/rcsblock-orbital-5way-1.cfg
0510 | rcsblock-orbital-linear-1 | RX-1 Linear RCS Thruster | cat=Control | mass=0.015000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/RCS/rcsblock-orbital/rcsblock-orbital-linear-1.cfg
0511 | engine-pod-1 | SD-01 Radial Engine Pod | cat=Aero | mass=0.020000 t | bulk=size1 | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/Structural/engine-pod/engine-pod-1.cfg
0512 | engine-pod-2 | SD-02 Radial Engine Pod | cat=Aero | mass=0.040000 t | bulk=size1 | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/Structural/engine-pod/engine-pod-2.cfg
0513 | landingleg-pod-1 | LT-POD Landing Assembly | cat=Ground | mass=0.100000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/Utility/landingleg-pod/landingleg-pod.cfg
0514 | docking-nose-0625-1 | Shielded Clamp-O-Tron Jr. Docking Port | cat=Coupling | mass=0.050000 t | bulk=size0 | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/Utility/Nosecone/docking-nose-0625-1.cfg
0515 | nose-0625-1 | Small Blunt Nosecone | cat=Aero | mass=0.005000 t | bulk=size0 | engines=- | gimbal=- deg | NearFutureSpacecraft/Parts/Utility/Nosecone/nose-0625-1.cfg
0516 | AAengine | OPT-E ARI-75b S.C.O.O.P. Rocket | cat=Engine | mass=1.140000 t | bulk=size1 | engines=Air-augmented 250 kN; Standard 250 kN | gimbal=7.00 deg | OPT/Parts/engines/ARI/engine.cfg
0517 | engine_darkDrive | OPT-E BH-S3 "Dark Drive" | cat=Propulsion | mass=12.840000 t | bulk=size3 | engines=DarkDrive 500 kN | gimbal=1 deg | OPT/Parts/engines/DarkDrive/engine_darkDrive.cfg
0518 | opt_mk2_engine_short | OPT-E HAE-02 High Altitude TurboRamjet | cat=Engine | mass=2.160000 t | bulk=mk2 | engines=- 200 kN | gimbal=10.00 deg | OPT/Parts/engines/mk2Short/opt_mk2_engine_short.cfg
0519 | opt_nebula_engine | OPT-E J-92 "Nebula" Shcramjet | cat=Engine | mass=4.260000 t | bulk=size2 | engines=Turbojet 300 kN; Shcramjet 800 kN | gimbal=3.00 deg | OPT/Parts/engines/Nebula/nebula_engine.cfg
0520 | opt_vtol_jumpa2 | OPT-E WarpJet M.A.R.G.E. | cat=Engine | mass=4.584000 t | bulk=srf | engines=WJOpen 900 kN; WJClosed 900 kN | gimbal=? deg | OPT/Parts/engines/VTOL/EnginesAT-WJ.cfg
0521 | opt_vtol_jumpa1 | OPT-E VT "Valkyrie" Tilt Engine | cat=Engine | mass=3.820000 t | bulk=srf | engines=AirBreathing 900 kN; ClosedCycle 900 kN | gimbal=? deg | OPT/Parts/engines/VTOL/EnginesAT.cfg
0522 | opt_vtol_wrapj2 | OPT-E WarpJet FVT-J | cat=Engine | mass=5.300000 t | bulk=j,srf | engines=WJOpen 500 kN; WJClosed 500 kN | gimbal=? deg | OPT/Parts/engines/VTOL/EnginesWrapperJ-WJ.cfg
0523 | opt_vtol_wrapj1 | OPT-E FVT-J | cat=Engine | mass=4.000000 t | bulk=j,srf | engines=AirBreathing 500 kN; ClosedCycle 500 kN | gimbal=? deg | OPT/Parts/engines/VTOL/EnginesWrapperJ.cfg
0524 | opt_vtol_wrapk2 | OPT-E WarpJet FVT-K | cat=Engine | mass=7.950000 t | bulk=k,srf | engines=WJOpen 750 kN; WJClosed 750 kN | gimbal=? deg | OPT/Parts/engines/VTOL/EnginesWrapperK-WJ.cfg
0525 | opt_vtol_wrapk1 | OPT-E FVT-K | cat=Engine | mass=6.000000 t | bulk=k,srf | engines=AirBreathing 750 kN; ClosedCycle 750 kN | gimbal=? deg | OPT/Parts/engines/VTOL/EnginesWrapperK.cfg
0526 | h_2m_em_fm | OPT H Fuselage Bicoupler | cat=Propulsion | mass=0.670000 t | bulk=h | engines=- | gimbal=- deg | OPT/Parts/hfuselage/h_2m_em_fm.cfg
0527 | h_2m_em_mm | OPT H Mounted Bicoupler | cat=Propulsion | mass=0.640000 t | bulk=h | engines=- | gimbal=- deg | OPT/Parts/hfuselage/h_2m_em_mm.cfg
0528 | h_2m_nose_fm | OPT H Fuselage Nose 2m | cat=FuelTank | mass=0.680000 t | bulk=h | engines=- | gimbal=- deg | OPT/Parts/hfuselage/h_2m_nose_fm.cfg
0529 | h_2m_nose_mm | OPT H Mounted Nose 2m | cat=FuelTank | mass=0.690000 t | bulk=h | engines=- | gimbal=- deg | OPT/Parts/hfuselage/h_2m_nose_mm.cfg
0530 | h_3m_crew_fm | OPT H Fuselage Crew Compartment | cat=Utility | mass=2.020000 t | bulk=h | engines=- | gimbal=- deg | OPT/Parts/hfuselage/h_3m_crew_fm.cfg
0531 | h_3m_crew_mm | OPT H Mounted Crew Compartment | cat=Utility | mass=2.070000 t | bulk=h | engines=- | gimbal=- deg | OPT/Parts/hfuselage/h_3m_crew_mm.cfg
0532 | h_3m_fuel_fm | OPT H Fuselage FuelTank | cat=Propulsion | mass=1.020000 t | bulk=h | engines=- | gimbal=- deg | OPT/Parts/hfuselage/h_3m_fuel_fm.cfg
0533 | h_3m_fuel_mm | OPT H Mounted FuelTank | cat=Propulsion | mass=1.070000 t | bulk=h | engines=- | gimbal=- deg | OPT/Parts/hfuselage/h_3m_fuel_mm.cfg
0534 | h_4m_nose_fm | OPT H Fuselage Nose 4m | cat=FuelTank | mass=1.130000 t | bulk=h | engines=- | gimbal=- deg | OPT/Parts/hfuselage/h_4m_nose_fm.cfg
0535 | h_4m_nose_mm | OPT H Mounted Nose 4m | cat=FuelTank | mass=1.190000 t | bulk=h | engines=- | gimbal=- deg | OPT/Parts/hfuselage/h_4m_nose_mm.cfg
0536 | h_drone_fm | OPT H Fuselage Drone Core | cat=Pods | mass=0.730000 t | bulk=h | engines=- | gimbal=- deg | OPT/Parts/hfuselage/h_drone_fm.cfg
0537 | h_drone_mm | OPT H Mounted Drone Core | cat=Pods | mass=0.720000 t | bulk=h | engines=- | gimbal=- deg | OPT/Parts/hfuselage/h_drone_mm.cfg
0538 | i_4m_cockpit_isp | OPT 2.5m ISP Shuttle Cockpit | cat=Pods | mass=1.960000 t | bulk=size2 | engines=- | gimbal=- deg | OPT/Parts/main/i_4m_cockpit_isp.cfg
0539 | i_4m_tail | OPT 2.5m Aerodynamic Tail | cat=Propulsion | mass=0.800000 t | bulk=size2 | engines=- | gimbal=- deg | OPT/Parts/main/i_4m_tail.cfg
0540 | phoenix_cockpit | OPT 2.5m Phoenix Concept Cockpit | cat=Pods | mass=2.000000 t | bulk=size2 | engines=- | gimbal=- deg | OPT/Parts/main/i_5m_cockpit.cfg
0541 | ils_cockpitv2 | OPT 2.5m I-LS AA Cockpit | cat=Pods | mass=2.020000 t | bulk=size2 | engines=- | gimbal=- deg | OPT/Parts/main/i_5m_cockpit_ils.cfg
0542 | ij_adaptor | OPT 2.5m-J Connector | cat=Propulsion | mass=1.630000 t | bulk=j, size2 | engines=- | gimbal=- deg | OPT/Parts/main/ij_4m_adaptor.cfg
0543 | ij_4m_adaptor_variant | OPT 2.5m-J Connector Variant | cat=Propulsion | mass=2.180000 t | bulk=j, size2 | engines=- | gimbal=- deg | OPT/Parts/main/ij_5m_adaptor.cfg
0544 | j_2m_bicoupler | OPT J Bicoupler | cat=Propulsion | mass=1.628000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_2m_bicoupler.cfg
0545 | j_docking_port | OPT J Inline Docking Port | cat=Coupling | mass=1.331000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_2m_crewDock.cfg
0546 | j_2m_tanks | OPT J Fuel Tank 2m | cat=Propulsion | mass=1.375000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_2m_fuelTank.cfg
0547 | j_2m_inlineBoardingRamp | OPT J Inline Boarding Ramp | cat=Utility | mass=1.375000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_2m_inlineBoardingRamp.cfg
0548 | j_deploymentBay | OPT J Deployment Bay | cat=Payload | mass=1.705000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_3m_depBay.cfg
0549 | j_large_docking_port | OPT J Inline Large Docking Port | cat=Coupling | mass=1.815000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_3m_largeDock.cfg
0550 | j_3m_rearHatch | OPT J rear Hatch Engine Mount | cat=Utility | mass=1.529000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_3m_rearHatch.cfg
0551 | j_4m_cargo | OPT J Cargo Bay | cat=Payload | mass=2.123000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_4m_cargo.cfg
0552 | j_4m_crew | OPT J Crew Compartment | cat=Utility | mass=3.388000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_4m_crew.cfg
0553 | j_engineMount_4 | OPT J Engine Mount | cat=Propulsion | mass=1.551000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_4m_engineMount.cfg
0554 | j_4m_tanks | OPT J Fuel Tank 4m | cat=Propulsion | mass=2.288000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_4m_fuelTank.cfg
0555 | j_4m_lab | OPT J Mobile Lab LP3 | cat=Science | mass=3.938000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_4m_scienceLab.cfg
0556 | j_4m_service | OPT J Service Bay | cat=Payload | mass=2.123000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_4m_service.cfg
0557 | j_5m_nose | OPT J Heat Resistant Nose | cat=FuelTank | mass=2.266000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_5m_nose.cfg
0558 | j_5m_tail | OPT J Aerodynamic Tail | cat=FuelTank | mass=2.002000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_5m_tail.cfg
0559 | j_6m_cockpit | OPT J-HT Cockpit (M) | cat=Pods | mass=3.421000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_6m_cockpit.cfg
0560 | j_cockpitv2 | OPT J-SL Mk III Cockpit | cat=Pods | mass=3.960000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_7m_cockpit.cfg
0561 | j_cockpit_qs | OPT J QS02 Cockpit B | cat=Pods | mass=3.751000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_7m_cockpit_qs.cfg
0562 | j_cockpit_qs_no_intake | OPT J QS02 Cockpit A | cat=Pods | mass=3.828000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_7m_cockpit_qs_noIntake.cfg
0563 | j_linear_aerospike | OPT-E J Linear Aerospike Engine | cat=Engine | mass=10.200000 t | bulk=j | engines=- 3200 kN | gimbal=? deg | OPT/Parts/main/j_aerospike.cfg
0564 | j_4m_drone | OPT J Drone Core | cat=Pods | mass=1.023000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_droneCore.cfg
0565 | j_4m_droneRCS | OPT J Drone Core with RCS | cat=Pods | mass=1.133000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_droneCoreRCS.cfg
0566 | j_sas | OPT J Inline RCS Unit | cat=Control | mass=0.550000 t | bulk=j | engines=- | gimbal=- deg | OPT/Parts/main/j_rcs.cfg
0567 | jk_3m_adaptor | OPT J-K Adapter 3m | cat=Propulsion | mass=3.168000 t | bulk=j, k | engines=- | gimbal=- deg | OPT/Parts/main/jk_3m_adaptor.cfg
0568 | jk_7m_adaptor | OPT J-K Adapter 7m | cat=Propulsion | mass=5.412000 t | bulk=j, k | engines=- | gimbal=- deg | OPT/Parts/main/jk_7m_adaptor.cfg
0569 | k_10m_cockpit | OPT K Space Plane Cockpit | cat=Pods | mass=7.440000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/main/k_10m_cockpit.cfg
0570 | k_2m_bicoupler | OPT K Bicoupler | cat=Propulsion | mass=3.600000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/main/k_2m_bicoupler.cfg
0571 | k_3m_fuelTank | OPT K Fuel Tank 3m | cat=Propulsion | mass=3.552000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/main/k_3m_fuelTank.cfg
0572 | k_3m_fuselage | OPT K Hollow Fuselage 3m | cat=Propulsion | mass=3.300000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/main/k_3m_fuselage.cfg
0573 | k_3m_tricoupler | OPT K Tricoupler | cat=Propulsion | mass=3.180000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/main/k_3m_tricoupler.cfg
0574 | k_6m_cargo | OPT K Cargo Bay 6m | cat=Payload | mass=5.232000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/main/k_6m_cargo.cfg
0575 | k_6m_fuelTank | OPT K Fuel Tank 6m | cat=Propulsion | mass=5.688000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/main/k_6m_fuelTank.cfg
0576 | k_6m_fuselage | OPT K Hollow Fuselage | cat=Propulsion | mass=5.232000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/main/k_6m_fuselage.cfg
0577 | k_7m_cargoTail | OPT K Tail Cargo Ramp | cat=Payload | mass=5.412000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/main/k_cargoRamp.cfg
0578 | k_7m_cargoTail_variant | OPT K Tail Cargo Ramp Variant | cat=Payload | mass=5.640000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/main/k_cargoRamp_variant.cfg
0579 | kh_3m_cargo | OPT KH Cargo Bay 3m | cat=Payload | mass=4.160000 t | bulk=kh | engines=- | gimbal=- deg | OPT/Parts/main/kh_3m_cargo.cfg
0580 | kh_3m_fuselage | OPT KH Hollow Fuselage 3m | cat=Payload | mass=4.160000 t | bulk=kh | engines=- | gimbal=- deg | OPT/Parts/main/kh_3m_fuselage.cfg
0581 | kh_6m_cargo | OPT KH Cargo Bay | cat=Payload | mass=6.539000 t | bulk=kh | engines=- | gimbal=- deg | OPT/Parts/main/kh_6m_cargo.cfg
0582 | kh_6m_fuselage | OPT KH Hollow Fuselage | cat=Payload | mass=6.539000 t | bulk=kh | engines=- | gimbal=- deg | OPT/Parts/main/kh_6m_fuselage.cfg
0583 | kh_7m_cargoTail | OPT KH Tail Cargo Ramp | cat=Payload | mass=6.383000 t | bulk=kh | engines=- | gimbal=- deg | OPT/Parts/main/kh_cargoRamp.cfg
0584 | kh_7m_cargoTail_variant | OPT KH Tail Cargo Ramp Variant | cat=Payload | mass=6.643000 t | bulk=kh | engines=- | gimbal=- deg | OPT/Parts/main/kh_cargoRamp_variant.cfg
0585 | mk2j_adaptor | OPT Mk2-J Adapter | cat=Propulsion | mass=1.804000 t | bulk=None | engines=- | gimbal=- deg | OPT/Parts/main/mk2j_4m_adaptor.cfg
0586 | k_3m_droneRCS | OPT K Drone Core with RCS | cat=Pods | mass=0.720000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/misc/k_droneCoreRCS.cfg
0587 | k_oms | OPT K Inline SAS Unit | cat=Control | mass=0.720000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/misc/k_oms.cfg
0588 | k_oms_hollow | OPT K Inline SAS Unit Hollow | cat=Control | mass=0.620000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/misc/k_oms_hollow.cfg
0589 | kh_oms_hollow | OPT KH Inline SAS Unit Hollow | cat=Control | mass=0.620000 t | bulk=kh | engines=- | gimbal=- deg | OPT/Parts/misc/kh_oms_hollow.cfg
0590 | opt_s2intake | OPT 2.5m Nebula Shock Intake | cat=Aero | mass=4.100000 t | bulk=size2 | engines=- | gimbal=- deg | OPT/Parts/misc/OPT_J92_intake.cfg
0591 | k_10m_cockpit_custom | OPT K Avatar Ouelette Custom Cockpit | cat=Pods | mass=5.943000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/misc/OPT_k_10m_cockpit_custom.cfg
0592 | k_3m_crew | OPT K 3m Crew Compartment | cat=Utility | mass=4.100000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/misc/OPT_k_3m_crew.cfg
0593 | k_3m_lab | OPT K Mobile Lab LP4 | cat=Science | mass=4.800000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/misc/OPT_k_3m_lab.cfg
0594 | k_10m_cockpit_legacy | OPT K TAV Shuttle Cockpit | cat=Pods | mass=5.943000 t | bulk=k | engines=- | gimbal=- deg | OPT/Parts/misc/OPT_k_TAV_cockpit.cfg
0595 | mk2_nose_opt | OPT Mk2 Nose | cat=Propulsion | mass=0.440000 t | bulk=mk2, srf | engines=- | gimbal=- deg | OPT/Parts/mk2/mk2_nose.cfg
0596 | mk2_ramIntake | OPT Mk2 Ram Air Intake | cat=Aero | mass=0.670000 t | bulk=mk2 | engines=- | gimbal=- deg | OPT/Parts/mk2/mk2_ramIntake.cfg
0597 | mk2_cockpitv2 | OPT Mk2 Cockpit | cat=Pods | mass=1.690000 t | bulk=mk2 | engines=- | gimbal=- deg | OPT/Parts/mk2/opt_mk2_cockpit.cfg
0598 | opt_oms_black | OPT Aerodynamic OMS | cat=Control | mass=1.100000 t | bulk=srf | engines=- | gimbal=- deg | OPT/Parts/rcs/opt_oms_black.cfg
0599 | opt_oms_grey | OPT Aerodynamic OMS Grey - Deprecated - Deprecated | cat=none | mass=1.100000 t | bulk=srf | engines=- | gimbal=- deg | OPT/Parts/rcs/opt_oms_grey_deprecated.cfg
0600 | opt_rcs_black | OPT RCS Port | cat=Control | mass=0.200000 t | bulk=srf | engines=- | gimbal=- deg | OPT/Parts/rcs/opt_rcs_black.cfg
0601 | opt_rcs_grey | OPT RCS Port Grey - Deprecated - Deprecated | cat=none | mass=0.200000 t | bulk=srf | engines=- | gimbal=- deg | OPT/Parts/rcs/opt_rcs_grey_deprecated.cfg
0602 | opt_retro_rcs | OPT Retro RCS Port | cat=Control | mass=0.300000 t | bulk=srf | engines=Standard 12 kN | gimbal=- deg | OPT/Parts/rcs/opt_retro_rcs.cfg
0603 | opt_pylon_a | OPT-W Huge Pylon | cat=Aero | mass=3.160000 t | bulk=srf | engines=- | gimbal=- deg | OPT/Parts/wings/pylon_a.cfg
0604 | opt_pylon_b | OPT-W Large Pylon | cat=Aero | mass=1.510000 t | bulk=srf | engines=- | gimbal=- deg | OPT/Parts/wings/pylon_b.cfg
0605 | opt_stabilizer_a | OPT-W Stabilizer Type A | cat=Aero | mass=0.290000 t | bulk=srf | engines=- | gimbal=- deg | OPT/Parts/wings/stabilizer_a.cfg
0606 | opt_stabilizer_b | OPT-W Stabilizer Type B | cat=Aero | mass=0.340000 t | bulk=srf | engines=- | gimbal=- deg | OPT/Parts/wings/stabilizer_b.cfg
0607 | opt_wing_a | OPT-W Main Wing Type A | cat=Aero | mass=1.650000 t | bulk=srf | engines=- | gimbal=- deg | OPT/Parts/wings/wing_a.cfg
0608 | opt_wing_a_elevon | OPT-W Main Wing Type A Elevon | cat=Aero | mass=0.110000 t | bulk=srf | engines=- | gimbal=- deg | OPT/Parts/wings/wing_a_elevon.cfg
